name,address,type
JRI GLOUCESTER BEHAVIORAL HTLH CTR^,"3 & 4 BLACKBURN CENTER, GLOUCESTER, MA 01930",Licensed Clinic
COUNSELING FOR ALL,"99 DERBY STREET, SUITE 200, HINGHAM, MA 02043",Licensed Clinic
LEEWARD COUNSELING LLC,"175 DERBY STREET, SUITE 21, HINGHAM, MA 02043",Licensed Clinic
LINDEN PONDS OUTPATIENT REHAB CLIN,"205 LINDEN PONDS WAY, HINGHAM, MA 02043",Licensed Clinic
SUNDANCE REHABILITATION AGENCY INC,"50 WEST MAIN STREET 1ST FL, HOPKINTON, MA 01748",Licensed Clinic
MINUTECLINIC,"234 WASHINGTON STREET, HUDSON, MA 01749",Licensed Clinic
MANET COMMUNITY HEALTH CENTER-HULL,"180 GEORGE WASHINGTON BLVD., HULL, MA 02045",Licensed Clinic
TCFWC-CHILD & FAMILY WELLNESS  (THE,"695 TRUMAN PARKWAY, SUITE 202, HYDE PARK, MA 02136",Licensed Clinic
ARBOUR COUNSELING JAMAICA PLAIN,"157 GREEN STREET, FLOORS 1, 2 & 3, JAMAICA PLAIN, MA 02130",Licensed Clinic
BOSTON HLTHCRE FOR THE HMLSS @STACY,"461 WALNUT AVENUE, FIRST FLOOR, JAMAICA PLAIN, MA 02130",Licensed Clinic
LINCOLN LABORATORY CLINIC^,"244 WOOD STREET, LEXINGTON, MA 02420",Licensed Clinic
ALEGRE DENTAL INC,"160 MARKET STREET 1ST FL, LYNN, MA 01901",Licensed Clinic
COMMONWEALTH MH & WELLNESS CTR-LYNN^,"36 WASHINGTON STREET, LYNN, MA 01904",Licensed Clinic
JRI LYNN BEHAVIORAL HEALTH CENTER^,"112 MARKET STREET, 2ND FLOOR, LYNN, MA 01904",Licensed Clinic
LYNN CHC BEHAVIORAL HEALTH SERVICES,"20 CENTRAL AVE 1ST & 3RD 6TH FLS, LYNN, MA 01901",Licensed Clinic
LYNN CHC PRIMARY CRE BEHA HLTH SVRS,"280 UNION STREET SUITE 202 2ND FLR, LYNN, MA 01901",Licensed Clinic
LYNN CHC SBHC @ HARRINGTON ELEM SCH,"21 DEXTER STREET, LYNN, MA 01902",Licensed Clinic
LYNN CHC SBHC @BREED JUNIOR HIGH SC,"90 O'CALLAGHAN WAY, LYNN, MA 01905",Licensed Clinic
LYNN CHC SBHC @ENGLISH HS,"50 GOODRIDGE STREET, LYNN, MA 01903",Licensed Clinic
LYNN CHC SBHC CONNERY ELEMENTARY SC,"50 ELM STREET 2FL, LYNN, MA 01902",Licensed Clinic
LYNN CHC SBHC LYNN CLASSICAL HS,"235 O'CALLAGHAN WAY, LYNN, MA 01905",Licensed Clinic
LYNN CHC SBHC LYNN VOCATIONAL HS,"80 NEPTUNE BLVD, LYNN, MA 01902",Licensed Clinic
LYNN CHC SBHC MARSHALL MIDDLE SCHOO,"74-114 BROOKLINE STREET, LYNN, MA 01902",Licensed Clinic
LYNN CHC SBHC@INGALLS SCHOOL,"1 COLLINS STREET, LYNN, MA 01902",Licensed Clinic
LYNN COMMUNITY HEALTH CENTER,"269 UNION STREET, 1ST & 2ND FL, LYNN, MA 01901",Licensed Clinic
LYNN COMMUNITY HLTH CTR @ BUFFUM ST,"73 BUFFUM STREET 2ND FL STE A, LYNN, MA 01901",Licensed Clinic
LYNN OUTPATIENT CLINIC^,"95 PLEASANT STREET, LYNN, MA 01901",Licensed Clinic
MARKET SQUARE FAMILY HEALTH SERVICE,"694 WESTERN AVENUE, LYNN, MA 01901",Licensed Clinic
MARKET SQUARE FAMILY HLTH CTR PRACT,"29 MARKET SQUARE, LYNN, MA 01901",Licensed Clinic
MASS GENERAL BRIGHAM URGENT CARE LYNN^,"490 LYNNFIELD STREET, LYNN, MA 01904",Licensed Clinic
MENTOR SOUTH BAY,"181 UNION STREET SUITE J, LYNN, MA 01901",Licensed Clinic
NEW HORIZONS MEDICAL - LYNN^,"222 BLOSSOM STREET, LYNN, MA 01901",Licensed Clinic
OXFORD INTENSIVE OUTPT RECOVERY PGM,"173 OXFORD STREET, LYNN, MA 01901",Licensed Clinic
FERRERAS COUNSELING & WELLNESS CENTER II,"270 UNION STREET, SUITE 301, LYNN, MA 01901",Licensed Clinic
RIVERSIDE OUTPATIENT @ LYNNFIELD,"6 KIMBALL LANE, 3RD FLOOR, LYNNFIELD, MA 01940",Licensed Clinic
ELM TREE CLINIC LLC,"390 PLEASANT STREET, MALDEN, MA 02148",Licensed Clinic
GREATER MALDEN BEHAVIORAL HEALTH,"6 PLEASANT STREET, MALDEN, MA 02148",Licensed Clinic
NCYF NORTHEAST AREA CLINIC,"380 PLEASANT STREET, SUITE 12, MALDEN, MA 02148",Licensed Clinic
SHARON STREET CLINIC^,"52 SHARON STREET, MALDEN, MA 02148",Licensed Clinic
SOUTH COVE COMMUNITY HLTH CT MALDEN,"277 COMMERCIAL STREET, MALDEN, MA 02148",Licensed Clinic
SYLVAIN COUNSELING SERVICES*,"388 PLEASANT STREET, SUITE 203, MALDEN, MA 02148",Licensed Clinic
MARBLEHEAD COUNSELING CENTER,"66 CLIFTON AVENUE, MARBLEHEAD, MA 01945",Licensed Clinic
ADVOCATES COMMUNITY COUNSELING,"340 MAPLE STREET 4THFL, MARLBOROUGH, MA 01752",Licensed Clinic
CAREWELL URGENT CRE CTR-MARLBOROUGH,"757 BOSTON POST ROAD E, MARLBOROUGH, MA 01752",Licensed Clinic
PLANNED PARENTHOOD LEAG MA MARLBORO,"91 MAIN STREET SUITE 103, MARLBOROUGH, MA 01752",Licensed Clinic
SMOC BEHAVORIAL HEALTH SERVICES,"230 MAPLE STREET, MARLBOROUGH, MA 01752",Licensed Clinic
UMASS MEMORIAL MRI-MARLBOROUGH LLC,"157 UNION STREET, MARLBOROUGH, MA 01752",Licensed Clinic
ASPIRE HEALTH ALLIANCE OUTPATIENT SERVICES,"769 PLAIN STREET, MARSHFIELD, MA 02050",Licensed Clinic
MINUTECLINIC,"1880 OCEAN STREET, MARSHFIELD, MA 02050",Licensed Clinic
MATTAPAN CHC SBHC@YOUNG ACHIEVERS,"20 OUTLOOK ROAD BASEMENT, MATTAPAN, MA 02126",Licensed Clinic
MATTAPAN COMMUNITY HEALTH CENTER,"1575 BLUE HILL AVENUE, MATTAPAN, MA 02126",Licensed Clinic
PRIORITY PROFESSIONAL CARE,"1613 BLUE HILL AVENUE, MATTAPAN, MA 02126",Licensed Clinic
MINUTECLINIC,"105 MAIN STREET, MAYNARD, MA 01754",Licensed Clinic
MINUTECLINIC,"555 MAIN STREET, MEDFIELD, MA 02052",Licensed Clinic
ARBOUR MEDFORD COUNSELING SERVICES,"100 GEORGE P. HASSETT DRIVE, MEDFORD, MA 02155",Licensed Clinic
DCS MENTAL HEALTH INC,"151 MYSTIC AVENUE #6, MEDFORD, MA 02155",Licensed Clinic
HARVARD VAN MED ASSO-MEDFORD PRACTI,"26 CITY HALL MALL, MEDFORD, MA 02155",Licensed Clinic
MINUTECLINIC,"85 HIGH STREET, MEDFORD, MA 02155",Licensed Clinic
MINUTECLINIC,"67D MAIN STREET, MEDWAY, MA 02053",Licensed Clinic
BRIGHAM&WOMEN'S RADIATN ONCOL ASSOC,"20 PROSPECT STREET, MILFORD, MA 01757",Licensed Clinic
EDWARD M KENNEDY CHC MILFORD,"42 CAPE ROAD, MILFORD, MA 01757",Licensed Clinic
PLANNED PARENTHOOD LEAG MA-MILFORD,"208 MAIN STREET, MILFORD, MA 01757",Licensed Clinic
RIVERSIDE OUTPATIENT CENTER MILFORD,"176 WEST STREET, MILFORD, MA 01757",Licensed Clinic
SEVEN HILLS BEHAVIORAL HEALTH - MILFORD,"219 EAST MAIN STREET, SUITE 102, MILFORD, MA 01757",Licensed Clinic
SPECTRUM HEALTH SYSTEMS INC,"200 E. MAIN STREET, MILFORD, MA 01757",Licensed Clinic
TRANSCARE MOBILE HEALTH SERVICES,"160 WEST STREET, MILFORD, MA 01757",Licensed Clinic
WAYSIDE COMMUNITY COUNSELING CENTER,"10 ASYLUM STREET, MILFORD, MA 01757",Licensed Clinic
DCS MENTAL HEALTH INC,"251 WEST CENTRAL STREET SUITE 25, NATICK, MA 01760",Licensed Clinic
MASS GENERAL BRIGHAM URGENT CARE NATICK^,"219 NORTH MAIN STREET, NATICK, MA 01760",Licensed Clinic
MINUTECLINIC,"137 WEST CENTRAL STREET, NATICK, MA 01760",Licensed Clinic
MASS GENERAL BRIGHAM URGENT CARE NEWTON^,"71 NEEDHAM STREET, NEWTON, MA 02461",Licensed Clinic
MINUTECLINIC,"148 CALIFORNIA STREET, NEWTON, MA 02458",Licensed Clinic
MINUTECLINIC^,"978 BOYLSTON STREET, NEWTON, MA 02461",Licensed Clinic
RIVERSIDE OUTPATIENT CTR @ NEWTON,"64 ELDREDGE STREET, NEWTON, MA 02158",Licensed Clinic
VINFEN QUINCY CLINIC,"275 HANCOCK STREET, STE 204, NORTH QUINCY, MA 02171",Licensed Clinic
A WOMAN'S CONCERN MOBILE VAN^,"105 HAVERHILL STREET, NORTH READING, MA 01864",Licensed Clinic
ARBOUR COUNSELING SERVICES,"384 WASHINGTON STREET, NORWELL, MA 02061",Licensed Clinic
SOUTH SHORE BEHAVIORAL HEALTH CLINI,"200 CORDWAINER DRIVE, SUITE 200, NORWELL, MA 02061",Licensed Clinic
HARVARD VAN MED ASSO NORWOOD PRACTC,"1177 BOSTON PROVIDENCE TURNPIKE, NORWOOD, MA 02062",Licensed Clinic
NORTHEAST FAMILY SERVICES,"55 PROVIDENCE HIGHWAY, NORWOOD, MA 02062",Licensed Clinic
RIVERSIDE OUTPATIENT CTR @ NORWOOD,"190 LENOX STREET, NORWOOD, MA 02062",Licensed Clinic
STEWARD PET IMAGING LLC,"800 WASHINGTON STREET, NORWOOD, MA 02062",Licensed Clinic
ATLANTIC DENTAL,"150 MAIN STREET #6B, PEABODY, MA 01960",Licensed Clinic
CAREWELL URGENT CARE/PEABODY,"229 ANDOVER STREET, PEABODY, MA 01960",Licensed Clinic
EMBRACE PATHWAYS TO WELLNESS,"1R NEWBURY STREET, SUITE 401, PEABODY, MA 01960",Licensed Clinic
FCP PEABODY CLINIC,"200 CORPORATE DRIVE, SUITE 6A, PEABODY, MA 01960",Licensed Clinic
HARVARD VAN MED ASSO-PEABODY PRACTI,"2 ESSEX CENTER DRIVE, PEABODY, MA 01960",Licensed Clinic
LAWRENCE MEDICAL CENTER - PEABODY^,"6 ESSEX CENTER DRIVEM SUITE 303, PEABODY, MA 01960",Licensed Clinic
OUTPATIENT REHAB CLINIC AT BROOKSBY,"302 BROOKSBY VILLAGE DRIVE, PEABODY, MA 01960",Licensed Clinic
PEABODY FAMILY HEALTH CENTER,"89 FOSTER STREET SUITE 1 & 4, PEABODY, MA 01960",Licensed Clinic
PEABODY IMAGING,"ONE ORTHOPEDICS DRIVE, PEABODY, MA 01960",Licensed Clinic
PEABODY VETERANS MEM HS STUDENT HC,"485 LOWELL STREET, ROOM B110, PEABODY, MA 01960",Licensed Clinic
WALDEN BEHAVIORAL CARE-PEABODY,"2 CORPORATION WAY, PEABODY, MA 01960",Licensed Clinic
"ALLIANCE DENTAL CENTER, LLC","111 WASHINGTON STREET, 3RD FL, QUINCY, MA 02169",Licensed Clinic
ASPIRE HEALTH ALLIANCE,"460 QUINCY AVENUE, QUINCY, MA 02169",Licensed Clinic
BAY STATE MULTI SVC CTR,"1120 HANCOCK STREET, QUINCY, MA 02169",Licensed Clinic
BEHAVIORAL NUTRITION INC,"1266 FURNACE BROOK PARKWAY STE 404, QUINCY, MA 02169",Licensed Clinic
BOSTON HC HOMELESS @ FR BILLS PLACE,"38 BROAD STREET, QUINCY, MA 02171",Licensed Clinic
CONVENIENTMD URGENT CARE-QUINCY,"479 WASHINGTON STREET, QUINCY, MA 02169",Licensed Clinic
ELM TREE CLINIC LLC,"21 SCHOOL STREET, #1, QUINCY, MA 02169",Licensed Clinic
HARVARD VAN MED ASSO-QUINCY PRACTIC,"1250 HANCOCK STREET (SOUTH TOWER), QUINCY, MA 02169",Licensed Clinic
MANET COM HLTH CTR @ SNUG HARBOR,"9 BICKNELL STREET, QUINCY, MA 02169",Licensed Clinic
"MANET COMMUNITY HEALTH CENTER, INC.","1193 SEA STREET, QUINCY, MA 02169",Licensed Clinic
"MANET COMMUNITY HEALTH CENTER, INC.","110 WEST SQUANTUM STREET,FLRS 1,2,3, QUINCY, MA 02171",Licensed Clinic
MINUTECLINIC,"626 SOUTHERN ARTERY, QUINCY, MA 02169",Licensed Clinic
NEW HORIZONS MEDICAL - QUINCY^,"500 CONGRESS STREET, UNIT G, QUINCY, MA 02169",Licensed Clinic
PATRIOT BEHAVIORAL HEALTH,"1261 FURNACE BROOK PARKWAY, QUINCY, MA 02169",Licensed Clinic
SOUTH COVE COMMUNITY HEALTH CENTER,"435 HANCOCK STREET, QUINCY, MA 02170",Licensed Clinic
SOUTH COVE COMMUNITY HEALTH CENTER,"88 HOLMES STREET, 1ST, 2ND & 3RD FL, QUINCY, MA 02171",Licensed Clinic
VOA BEHAVIORAL HEALTH SERVICES,"1419 HANCOCK STREET, STES 200 & 202, QUINCY, MA 02169",Licensed Clinic
"CORRECTIONAL PSYCHIATRIC SERVICES, P.C.","300 CONGRESS STREET, SUITE 405, QUINCY, MA 02169",Licensed Clinic
LAMOUR BY DESIGN INC,"44 DIAUTO DRIVE, RANDOLPH, MA 02368",Licensed Clinic
LAMOUR COMMUNITY HEALTH INTITUTE,"42 DIAUTO DRIVE, RANDOLPH, MA 02368",Licensed Clinic
NEW LIFE COUNSELING & WELLNESS CTR,"400 NORTH MAIN STREET, RANDOLPH, MA 02368",Licensed Clinic
NEW ENGLAND CLINICS OF REPROD MED,"20 POND MEADOW DRIVE, READING, MA 01867",Licensed Clinic
A WOMAN'S CONCERN INC,"103 BROADWAY, REVERE, MA 02151",Licensed Clinic
REVERE COUNSELING CENTER,"265 BEACH STREET, REVERE, MA 02151",Licensed Clinic
MINUTECLINIC,"80 MARKET STREET, ROCKLAND, MA 02370",Licensed Clinic
CHILD & FAMILY COUNSELING CENTER,"780 AMERICAN LEGION HIGHWAY-1ST FL, ROSLINDALE, MA 02131",Licensed Clinic
COMMUNITY CARING CLINIC LLC,"55 WARREN STREET, ROXBURY, MA 02119",Licensed Clinic
COLLINS MIDDLE SCHOOL,"29 HIGHLAND AVENUE, RM 327, SALEM, MA 01970",Licensed Clinic
FAMILY COUNSELING & GUIDANCE CENTER-SALEM,"280 WASHINGTON STREET, SALEM, MA 01970",Licensed Clinic
HORACE MANN LABORATORY SCHOOL,"79 WILLSON STREET, SALEM, MA 01970",Licensed Clinic
JRI BEHAVIORAL HEALTH CTR,"110 BOSTON STREET, SALEM, MA 01970",Licensed Clinic
MENTOR SOUTH BAY,"35 CONGRESS STREET SUITE 225, SALEM, MA 01970",Licensed Clinic
MINUTECLINIC,"300 CANAL STREET, SALEM, MA 01970",Licensed Clinic
SALEM CLINIC,"35 CONGRESS ST SHETLAND PK BLD2 215, SALEM, MA 01970",Licensed Clinic
SALEM FAMILY HEALTH CENTER,"47 CONGRESS STREET, SALEM, MA 01970",Licensed Clinic
TEEN HLTH CTR (THE)@SALEM HIGH SCHL,"77 WILLSON ST., 1ST FLOOR, G219, SALEM, MA 01970",Licensed Clinic
CAREWELL URGENT CARE CTR-SOMERVILLE,"349 BROADWAY, SOMERVILLE, MA 02145",Licensed Clinic
COLUMN HEALTH SOMERVILLE,"401 HIGHLAND AVENUE, SOMERVILLE, MA 02144",Licensed Clinic
"GUIDANCE,THE CTR FAM CLNIC OF SOMER","111 SOUTH STREET, SOMERVILLE, MA 02143",Licensed Clinic
HARVARD VAN MED ASSO-SOMERVILLE PRA,"40 HOLLAND STREET, SOMERVILLE, MA 02144",Licensed Clinic
BPHC-SOUTH BOSTON COLLABORATIVE BEHAVIORAL HEALTH SERVICES CLINIC,"1226A COLUMBIA ROAD, 1ST FLOOR, SOUTH BOSTON, MA 02218",Licensed Clinic
FAMILY COUNSELING AND GUIDANCE CENTER,"275 WEST BROADWAY, SOUTH BOSTON, MA 02127",Licensed Clinic
AFC URGENT CARE,"16 MAIN STREET, STONEHAM, MA 02180",Licensed Clinic
PONCE DE LEON MED SPA,"271 MAIN STREET, SUITE L02, STONEHAM, MA 02180",Licensed Clinic
INFINITY MEDSPA LLC^,"365 BOSTON POST RD, STE 210-211-212, SUDBURY, MA 01776",Licensed Clinic
MINUTECLINIC,"501 BOSTON POST ROAD, SUDBURY, MA 01776",Licensed Clinic
SOPHIA MEDSPA THE,"141 BOSTON POST ROAD, SUDBURY, MA 01776",Licensed Clinic
AFC URGENT CARE SWAMPSCOTT,"450 PARADISE ROAD STE B-11, SWAMPSCOTT, MA 01907",Licensed Clinic
MEDI-WEIGHTLOSS OF WAKEFIELD,"603 SALEM STREET, WAKEFIELD, MA 01880",Licensed Clinic
MENTOR SOUTH BAY,"37 WATER STREET, WAKEFIELD, MA 01880",Licensed Clinic
RIVERSIDE PSYCHIATRIC DAY TRMT CTR,"607 NORTH AVENUE BUILDING 18, WAKEFIELD, MA 01880",Licensed Clinic
ADVOCATES COMMUNITY COUNSELING,"675 MAIN STREET, WALTHAM, MA 02154",Licensed Clinic
AFC URGENT CARE,"1030 MAIN STREET, UNIT 2, WALTHAM, MA 02451",Licensed Clinic
BOSTON IVF INC,"130 SECOND AVE 1ST FLOOR, WALTHAM, MA 02451",Licensed Clinic
CHARLES RIVER COMMUNITY HEALTH~,"43 FOUNDRY AVENUE, WALTHAM, MA 02453",Licensed Clinic
CHILDRENS CHARTER,"77 RUMFORD AVENUE, WALTHAM, MA 02154",Licensed Clinic
JEWISH FAMILY & CHILDREN'S SER CTR,"1430 MAIN STREET, WALTHAM, MA 02451",Licensed Clinic
MASS GENERAL WEST IMAGING,"52 SECOND AVENUE, SUITE 120, WALTHAM, MA 02451",Licensed Clinic
REGIS COLLEGE DENTAL CENTER,"1432 MAIN STREET, SUITE 120, WALTHAM, MA 02451",Licensed Clinic
SPECTRUM HEALTH SYSTEMS INC,"210 BEAR HILL ROAD, WALTHAM, MA 02451",Licensed Clinic
WALDEN BEHAVIORAL CARE-BRAINTREE,"69 HICKORY DRIVE, SUITE 2000, WALTHAM, MA 02451",Licensed Clinic
WAYSIDE BEAVERBROOK RIVER STREET,"431 RIVER STREET, WALTHAM, MA 02453",Licensed Clinic
THE BAKER CENTER FOR CHILDREN & FAMILIES,"746 SOUTH STREET, 2ND FLOOR, WALTHAM, MA 02453",Licensed Clinic
COMMUNITY REHAB CARE INC,"51 WATER STREET, WATERTOWN, MA 02472",Licensed Clinic
HARVARD VAN MED ASSO-WATERTOWN PRAC,"485 ARSENAL STREET, WATERTOWN, MA 02172",Licensed Clinic
SQUARE MEDICAL GROUP,"124 WATERTOWN STREET STES 2-CDGH, WATERTOWN, MA 02472",Licensed Clinic
MEDPOST URGENT CARE - WAYLAND^,"84 ANDREW AVENUE, WAYLAND, MA 01778",Licensed Clinic
HARVARD VAN MED ASSO-WELLESLEY PRAC,"230 WORCESTER STREET, WELLESLEY, MA 02181",Licensed Clinic
HEALTHCARE WITHOUT WALLS,"148 LINDEN STREET, WELLESLEY, MA 02482",Licensed Clinic
"HUMAN RELATIONS SERVICE, INC.","11 CHAPEL PLACE, WELLESLEY, MA 02481",Licensed Clinic
MEDIWEIGHTLOSS OF WATERTOWN,"49 WALNUT STREET, WELLESLEY, MA 02481",Licensed Clinic
MINUTECLINIC^,"188 LINDEN STREET, WELLESLEY, MA 02481",Licensed Clinic
BOSTON BREAST DIAGNOSTIC CENTER LLC,"165 WORCESTER STREET, WELLESLEY HILLS, MA 02481",Licensed Clinic
THE COLEMAN INSTITUTE OF AMERICA LLC,"30 WASHINGTON STREET, STE 300, WELLESLEY HILLS, MA 02481",Licensed Clinic
"GORDON COLLEGE CTR FOR BALANCE,M&W","26R HULL STREET, WENHAM, MA 01984",Licensed Clinic
HARBOR COUNSELING CENTER,"789 CLAPBOARDTREE ST, WESTWOOD, MA 02090",Licensed Clinic
MASS GENERAL BRIGHAM URGENT CARE  WESTWOOD,"100 BRIGHAM WAY, WESTWOOD, MA 02090",Licensed Clinic
CONVENIENTMD URGENT CARE-WEYMOUTH,"987 MAIN STREET, WEYMOUTH, MA 02190",Licensed Clinic
MENTOR SOUTH BAY,"541 MAIN STREET STE 317, WEYMOUTH, MA 02190",Licensed Clinic
MINUTECLINIC,"1515 COMMERCIAL STREET, WEYMOUTH, MA 02189",Licensed Clinic
SHIELDS IMAGING OF EASTERN MASS LLC,"55 FOGG ROAD, WEYMOUTH, MA 02190",Licensed Clinic
SHIELDS MRI WEYMOUTH,"26 ROCKWAY AVENUE, WEYMOUTH, MA 02188",Licensed Clinic
WEYMOUTH MRI,"420 LIBBEY PARKWAY, WEYMOUTH, MA 02189",Licensed Clinic
WEYMOUTH PRIMARY CARE^,"884 WASHINGTON STREEET, 2ND FLOOR, WEYMOUTH, MA 02189",Licensed Clinic
AGEILITY PT SOLUTIONS @ THE GABLES,"299 CAMBRIDGE STREEET, WINCHESTER, MA 01890",Licensed Clinic
WINCHESTER HOSP RADIATION ONCOLGY C,"620 WASHINGTON STREET, WINCHESTER, MA 01890",Licensed Clinic
"WINCHESTER HOSPITAL/SHIELDS MRI, LLC^","41 HIGHLAND AVENUE, SUITE G-1, WINCHESTER, MA 01890",Licensed Clinic
ARBOUR COUNSELING SERVICES,"10-I ROESSLER ROAD, WOBURN, MA 01801",Licensed Clinic
BELLO CORPO MED SPA INC,"100 TRADE CENTER DRIVE SUITE 350, WOBURN, MA 01801",Licensed Clinic
CENTER FOR DIAGNOSTIC IMAGING,"800 WEST CUMMINGS PARK SUITE 1150, WOBURN, MA 01801",Licensed Clinic
MASS GENERAL BRIGHAM URGENT CARE WOBURN,"425 WASHINGTON STREET GRND FL, WOBURN, MA 01801",Licensed Clinic
PM PEDIATRICS AT WOBURN,"99 COMMERCE WAY, WOBURN, MA 01801",Licensed Clinic
WINCHESTER HOSPITAL/SHIELDS MRI,"200 UNICORN PARK DRIVE SUITE 402, WOBURN, MA 01801",Licensed Clinic
SQUARE MEDICAL GROUP - WOBURN,"800 W CUMMINGS PK, STE 1800, WOBURN, MA 01801",Licensed Clinic
TUFTS DENTAL @ WRENTHAM DEVLPMNTL,"1 CURTIS AVE THE MAY CTR-SOUTH 2, WRENTHAM, MA 02093",Licensed Clinic
